duration,start_time,start_station,end_time,end_station,bike
785,1388556000000,31103,1388556780000,31506,W21422
287,1388556000000,31267,1388556300000,31233,W20045
377,1388556000000,31070,1388556420000,31067,W00757
162,1388556060000,31107,1388556180000,31602,W01433
381,1388556060000,31070,1388556420000,31067,W21302
555,1388556060000,31121,1388556600000,31107,W20880
279,1388556300000,31401,1388556600000,31400,W20705
862,1388556300000,31111,1388557200000,31244,W20657
369,1388556360000,31201,1388556720000,31229,W20231
649,1388556480000,31101,1388557140000,31212,W01465
615,1388556540000,31229,1388557140000,31107,W21310
623,1388556540000,31101,1388557140000,31212,W21199
559,1388556540000,31109,1388557140000,31500,W20903
697,1388556600000,31263,1388557260000,31120,W20296
5,1388556600000,31506,1388556600000,31506,W20536
311,1388556720000,31203,1388557020000,31509,W00529
301,1388556720000,31218,1388557020000,31609,W00716
432,1388556720000,31606,1388557200000,31601,W00598
3,1388556780000,31266,1388556780000,31266,W20690
259,1388556780000,31218,1388557020000,31609,W00621
767,1388556780000,31228,1388557560000,31201,W20656
279,1388556840000,31266,1388557080000,31201,W20690
855,1388556840000,31236,1388557680000,31257,W00792
411,1388556840000,31214,1388557260000,31119,W20574
953,1388556960000,31105,1388557920000,31505,W20095
615,1388557020000,31104,1388557620000,31111,W01373
326,1388557080000,31202,1388557380000,31267,W21478
235,1388557080000,31267,1388557320000,31200,W00702
426,1388557200000,31114,1388557620000,31111,W21473
438,1388557200000,31114,1388557620000,31111,W20723
1012,1388557200000,31400,1388558220000,31202,W20705
377,1388557260000,31111,1388557620000,31229,W00201
488,1388557320000,31606,1388557800000,31622,W21275
656,1388557440000,31241,1388558100000,31637,W20888
464,1388557500000,31602,1388557920000,31104,W21594
440,1388557620000,31103,1388558040000,31202,W20710
428,1388557620000,31602,1388558040000,31229,W20677
382,1388557620000,31245,1388558040000,31214,W01375
578,1388557620000,31102,1388558220000,31268,W20281
618,1388557680000,31119,1388558340000,31223,W21413
291,1388557740000,31601,1388558040000,31632,W20777
276,1388557800000,31401,1388558040000,31105,W00241
271,1388557860000,31050,1388558100000,31022,W21408
1253,1388557920000,31114,1388559180000,31111,W21644
1322,1388558040000,31611,1388559360000,31609,W00135
309,1388558040000,31632,1388558340000,31631,W01363
302,1388558040000,31632,1388558340000,31631,W00628
1294,1388558040000,31611,1388559300000,31609,W20807
1101,1388558100000,31101,1388559180000,31627,W21227
180,1388558220000,31504,1388558400000,31511,W20177
389,1388558220000,31223,1388558580000,31201,W20815
169,1388558220000,31504,1388558400000,31511,W00727
656,1388558220000,31034,1388558880000,31028,W20653
407,1388558220000,31615,1388558640000,31629,W01247
413,1388558280000,31615,1388558640000,31629,W01301
792,1388558280000,31200,1388559060000,31503,W01406
368,1388558280000,31101,1388558640000,31114,W01365
298,1388558280000,31613,1388558580000,31618,W01456
346,1388558280000,31101,1388558640000,31114,W20179
317,1388558280000,31203,1388558640000,31266,W01155
297,1388558280000,31203,1388558580000,31266,W00189
460,1388558340000,31116,1388558760000,31237,W00416
1143,1388558340000,31215,1388559480000,31627,W21477
913,1388558400000,31214,1388559300000,31307,W20052
349,1388558400000,31509,1388558700000,31202,W00529
347,1388558400000,31509,1388558700000,31202,W00483
302,1388558400000,31102,1388558700000,31105,W21096
136,1388558460000,31214,1388558580000,31229,W01375
151,1388558460000,31214,1388558580000,31229,W20871
462,1388558460000,31213,1388558940000,31229,W20616
908,1388558460000,31603,1388559420000,31118,W01468
366,1388558520000,31102,1388558880000,31118,W20551
353,1388558580000,31230,1388558940000,31600,W00175
353,1388558580000,31230,1388558940000,31600,W00955
633,1388558640000,31268,1388559300000,31600,W21174
864,1388558700000,31212,1388559540000,31203,W21199
380,1388558700000,31218,1388559060000,31108,W20232
318,1388558820000,31253,1388559120000,31200,W01302
424,1388558880000,31109,1388559300000,31265,W20195
737,1388558940000,31200,1388559660000,31245,W21053
529,1388559000000,31228,1388559480000,31241,W20889
461,1388559000000,31229,1388559480000,31120,W20748
1010,1388559000000,31611,1388560020000,31603,W20369
261,1388559060000,31623,1388559360000,31631,W21578
345,1388559120000,31250,1388559480000,31110,W20134
493,1388559180000,31201,1388559660000,31110,W00708
477,1388559180000,31268,1388559660000,31503,W20281
1754,1388559240000,31102,1388560980000,31237,W20205
271,1388559240000,31623,1388559540000,31631,W20435
641,1388559360000,31233,1388560020000,31100,W01183
1051,1388559360000,31117,1388560440000,31616,W01204
186,1388559360000,31602,1388559540000,31401,W20742
561,1388559420000,31233,1388559960000,31100,W21249
600,1388559360000,31614,1388559960000,31630,W01222
1183,1388559420000,31506,1388560560000,31610,W20320
875,1388559420000,31223,1388560260000,31214,W20121
599,1388559420000,31201,1388560020000,31109,W01313
847,1388559420000,31223,1388560260000,31214,W21413
254,1388559420000,31022,1388559720000,31050,W21000
432,1388559480000,31216,1388559960000,31223,W20569
345,1388559480000,31023,1388559840000,31039,W00151
2456,1388559540000,31268,1388562000000,31011,W21399
175,1388559540000,31024,1388559720000,31039,W00327
155,1388559540000,31024,1388559720000,31039,W21106
1095,1388559540000,31200,1388560680000,31015,W21073
97,1388559660000,31101,1388559720000,31119,W00659
827,1388559660000,31105,1388560500000,31267,W00557
314,1388559660000,31241,1388559960000,31245,W01287
1199,1388559660000,31241,1388560860000,31267,W20889
464,1388559660000,31116,1388560140000,31203,W20833
419,1388559660000,31119,1388560080000,31201,W00165
109,1388559720000,31101,1388559840000,31101,W20784
1137,1388559780000,31230,1388560860000,31112,W20645
376,1388559720000,31021,1388560140000,31034,W21521
298,1388559840000,31610,1388560140000,31607,W00407
363,1388559840000,31600,1388560200000,31603,W20392
883,1388559840000,31602,1388560740000,31201,W20626
272,1388559840000,31102,1388560140000,31400,W20396
911,1388559900000,31225,1388560860000,31221,W00375
485,1388559900000,31114,1388560440000,31109,W21356
922,1388560080000,31111,1388560980000,31245,W20723
693,1388560080000,31100,1388560800000,31232,W00744
222,1388560020000,31606,1388560260000,31608,W21543
419,1388560080000,31267,1388560500000,31229,W20953
422,1388560080000,31267,1388560500000,31229,W20917
897,1388560080000,31111,1388560980000,31245,W21186
100,1388560140000,31101,1388560200000,31119,W20561
632,1388560140000,31100,1388560800000,31232,W00909
730,1388560140000,31232,1388560860000,31213,W00584
1288,1388560140000,31400,1388561400000,31223,W00324
887,1388560140000,31202,1388561040000,31113,W20345
977,1388560140000,31257,1388561100000,31108,W00792
392,1388560140000,31623,1388560560000,31600,W01390
379,1388560140000,31613,1388560560000,31631,W00051
1305,1388560200000,31222,1388561520000,31626,W21205
326,1388560200000,31007,1388560560000,31010,W00868
1555,1388560260000,31103,1388561820000,31631,W20420
244,1388560260000,31022,1388560500000,31028,W20443
741,1388560320000,31111,1388561040000,31119,W21473
765,1388560320000,31265,1388561100000,31618,W00950
254,1388560320000,31207,1388560560000,31245,W20359
968,1388560320000,31226,1388561280000,31263,W21334
463,1388560380000,31207,1388560860000,31223,W20407
655,1388560440000,31202,1388561100000,31237,W20855
932,1388560620000,31623,1388561580000,31266,W00836
1790,1388560500000,31042,1388562300000,31048,W20531
625,1388560500000,31119,1388561100000,31401,W21405
1951,1388560560000,31509,1388562480000,31111,W20558
1039,1388560500000,31604,1388561520000,31263,W20865
285,1388560500000,31113,1388560800000,31103,W20441
313,1388560560000,31241,1388560860000,31223,W00464
479,1388560620000,31201,1388561100000,31503,W20863
696,1388560620000,31117,1388561340000,31241,W00248
323,1388560680000,31119,1388560980000,31116,W00802
162,1388560680000,31105,1388560860000,31602,W21096
946,1388560740000,31228,1388561640000,31115,W00378
836,1388560740000,31623,1388561580000,31266,W20595
604,1388560800000,31268,1388561400000,31102,W21536
623,1388560800000,31268,1388561400000,31102,W00971
643,1388560800000,31268,1388561400000,31102,W00993
15,1388560800000,31616,1388560800000,31616,W01204
468,1388560800000,31214,1388561280000,31255,W20901
1130,1388560800000,31509,1388561940000,31108,W00475
1486,1388560860000,31042,1388562360000,31048,W01095
533,1388560860000,31623,1388561400000,31244,W00620
487,1388560920000,31245,1388561400000,31214,W21053
529,1388561040000,31614,1388561580000,31632,W21590
519,1388560980000,31614,1388561520000,31632,W20379
444,1388560980000,31201,1388561400000,31600,W20690
714,1388560980000,31105,1388561700000,31109,W00927
595,1388561100000,31229,1388561700000,31257,W20321
285,1388561100000,31114,1388561400000,31117,W20707
729,1388561100000,31200,1388561820000,31268,W20322
705,1388561100000,31200,1388561820000,31268,W01244
776,1388561160000,31616,1388561940000,31606,W00750
505,1388561220000,31104,1388561760000,31401,W20060
2382,1388561280000,31200,1388563680000,31304,W00031
2399,1388561280000,31200,1388563680000,31304,W20113
510,1388561280000,31603,1388561760000,31265,W20369
1329,1388561280000,31503,1388562600000,31611,W21585
711,1388561280000,31105,1388562000000,31118,W01196
708,1388561280000,31105,1388562000000,31118,W01201
450,1388561340000,31603,1388561760000,31265,W21168
1407,1388561400000,31241,1388562780000,31613,W00248
743,1388561520000,31228,1388562240000,31241,W20581
545,1388561460000,31111,1388562060000,31603,W00318
610,1388561520000,31111,1388562120000,31603,W21644
911,1388561520000,31237,1388562420000,31509,W00567
697,1388561520000,31034,1388562240000,31014,W00162
457,1388561580000,31114,1388562000000,31201,W01365
936,1388561640000,31232,1388562600000,31609,W00909
668,1388561640000,31232,1388562360000,31108,W00744
1123,1388561640000,31269,1388562780000,31271,W20580
1089,1388561640000,31269,1388562720000,31271,W01403
598,1388561700000,31200,1388562300000,31120,W00199
409,1388561700000,31111,1388562120000,31118,W00390
416,1388561760000,31111,1388562180000,31214,W00590
730,1388561820000,31105,1388562540000,31212,W00342
300,1388561820000,31605,1388562120000,31608,W21634
377,1388561820000,31604,1388562180000,31616,W20136
296,1388561820000,31624,1388562120000,31616,W00293
746,1388561820000,31615,1388562540000,31506,W20982
774,1388561880000,31108,1388562660000,31636,W00383
327,1388561880000,31110,1388562240000,31214,W00708
823,1388561940000,31265,1388562780000,31268,W00940
1598,1388562000000,31102,1388563560000,31208,W00993
451,1388562000000,31110,1388562480000,31119,W20047
244,1388562060000,31614,1388562300000,31615,W20257
531,1388562120000,31229,1388562660000,31103,W00491
334,1388562300000,31007,1388562600000,31052,W00632
1139,1388562360000,31014,1388563500000,31109,W00162
277,1388562420000,31223,1388562720000,31604,W00324
214,1388562420000,31602,1388562660000,31105,W00706
508,1388562660000,31117,1388563200000,31401,W00140
2035,1388562720000,31506,1388564760000,31619,W20995
561,1388562720000,31119,1388563260000,31239,W00659
459,1388562720000,31401,1388563140000,31104,W20060
401,1388562720000,31117,1388563140000,31602,W21278
304,1388562780000,31202,1388563080000,31234,W20730
292,1388562840000,31271,1388563140000,31271,W20580
285,1388562840000,31271,1388563140000,31271,W01403
306,1388562900000,31624,1388563200000,31265,W20477
328,1388562900000,31624,1388563260000,31265,W21263
776,1388562960000,31228,1388563740000,31268,W21497
1077,1388563320000,31121,1388564400000,31310,W20968
705,1388563020000,31265,1388563740000,31612,W20369
407,1388563080000,31602,1388563500000,31404,W20285
128,1388563140000,31513,1388563260000,31500,W21410
552,1388563200000,31111,1388563740000,31214,W20558
945,1388563260000,31503,1388564220000,31111,W20554
1175,1388563320000,31121,1388564460000,31310,W20649
1039,1388563380000,31109,1388564460000,31611,W00927
444,1388563500000,31624,1388563920000,31228,W20455
998,1388563500000,31203,1388564460000,31600,W21199
1080,1388563500000,31263,1388564580000,31628,W00354
366,1388563500000,31200,1388563860000,31266,W00267
516,1388563560000,31104,1388564040000,31401,W20060
401,1388563560000,31107,1388563980000,31401,W01232
379,1388563620000,31111,1388563980000,31114,W01373
361,1388563620000,31111,1388563980000,31114,W20140
1346,1388563620000,31015,1388565000000,31110,W00357
329,1388563680000,31104,1388564040000,31105,W00316
1430,1388563680000,31264,1388565120000,31242,W01324
1343,1388563740000,31264,1388565060000,31242,W21636
637,1388563740000,31102,1388564400000,31229,W20335
686,1388563740000,31238,1388564460000,31119,W01234
210,1388563860000,31614,1388564100000,31616,W00966
280,1388563980000,31114,1388564220000,31267,W21451
295,1388563980000,31114,1388564280000,31267,W20179
181,1388564040000,31228,1388564220000,31256,W00960
984,1388563980000,31109,1388565000000,31631,W20344
532,1388564040000,31229,1388564580000,31102,W20926
619,1388564040000,31107,1388564700000,31102,W21310
450,1388564280000,31256,1388564700000,31261,W00960
931,1388564280000,31225,1388565180000,31230,W00384
795,1388564340000,31232,1388565180000,31244,W20825
686,1388564400000,31232,1388565060000,31271,W00319
683,1388564400000,31232,1388565060000,31271,W20352
471,1388564400000,31707,1388564880000,31708,W20767
755,1388564400000,31232,1388565180000,31244,W00411
719,1388564520000,31503,1388565240000,31617,W00740
778,1388564580000,31111,1388565360000,31623,W00532
1459,1388564640000,31268,1388566080000,31629,W20620
1438,1388564700000,31268,1388566140000,31629,W20322
652,1388564880000,31708,1388565540000,31614,W20767
233,1388564880000,31268,1388565120000,31202,W20608
402,1388565000000,31035,1388565360000,31023,W00233
182,1388565060000,31103,1388565240000,31107,W20441
290,1388565060000,31200,1388565360000,31229,W20406
472,1388565060000,31242,1388565540000,31212,W21636
214,1388565120000,31613,1388565300000,31605,W01309
413,1388565180000,31242,1388565600000,31212,W01324
402,1388565180000,31263,1388565600000,31621,W01277
383,1388565300000,31230,1388565720000,31621,W00384
553,1388565360000,31622,1388565900000,31605,W21309
549,1388565360000,31622,1388565900000,31605,W00009
8,1388565660000,31603,1388565660000,31603,W20847
607,1388565660000,31615,1388566260000,31632,W20752
459,1388565660000,31202,1388566140000,31503,W20705
234,1388565660000,31602,1388565900000,31400,W21278
250,1388565660000,31602,1388565900000,31400,W20279
303,1388565720000,31618,1388566020000,31611,W21491
1027,1388565720000,31111,1388566740000,31614,W20554
260,1388565960000,31500,1388566200000,31506,W21410
680,1388565960000,31621,1388566620000,31613,W00384
285,1388566020000,31271,1388566320000,31264,W20403
593,1388566140000,31310,1388566740000,32014,W20968
559,1388566200000,31310,1388566740000,32014,W20294
706,1388566260000,31304,1388566980000,31267,W20413
883,1388566560000,31257,1388567460000,31107,W21126
346,1388566560000,31200,1388566920000,31237,W00995
74,1388566740000,31623,1388566800000,31623,W00532
390,1388567520000,31602,1388567940000,31229,W00544
519,1388567880000,31102,1388568360000,31245,W00971
651,1388568000000,31234,1388568600000,31265,W00772
247,1388568360000,31203,1388568600000,31214,W20416
122,1388568600000,31223,1388568720000,31266,W20596
1097,1388569620000,31101,1388570700000,31015,W00015
1675,1388569740000,31114,1388571420000,31203,W20056
181,1388569980000,31229,1388570160000,31268,W20616
617,1388570220000,31613,1388570820000,31617,W21257
216,1388570280000,31268,1388570460000,31116,W01244
541,1388570400000,31117,1388570940000,31507,W20050
990,1388570460000,31112,1388571480000,31310,W20356
221,1388571000000,31223,1388571240000,31241,W01392
1032,1388571000000,31107,1388572080000,31220,W20125
764,1388571900000,31804,1388572680000,31208,W21531
357,1388572200000,31404,1388572500000,31115,W00921
221,1388572200000,31214,1388572440000,31234,W21413
1072,1388573160000,31200,1388574240000,31306,W00974
15,1388573160000,31209,1388573160000,31209,W00420
934,1388573220000,31209,1388574120000,31627,W00084
536,1388573520000,31203,1388574060000,31624,W20056
374,1388573520000,31214,1388573940000,31212,W01116
833,1388574780000,31611,1388575620000,31218,W21169
365,1388575020000,31212,1388575440000,31214,W21636
1339,1388575080000,31617,1388576400000,31217,W20900
1362,1388575440000,31271,1388576760000,31606,W20580
606,1388575800000,31624,1388576400000,31617,W20056
427,1388575920000,31307,1388576340000,31200,W20052
693,1388576220000,31104,1388576880000,31254,W20769
628,1388576220000,31602,1388576880000,31506,W01379
776,1388576820000,31606,1388577600000,31804,W00750
1398,1388576940000,31622,1388578380000,31104,W00968
3,1388577000000,31612,1388577000000,31612,W21003
730,1388577660000,31503,1388578380000,31213,W01218
356,1388577900000,31203,1388578260000,31214,W00682
16,1388578320000,31118,1388578320000,31118,W01196
6,1388578320000,31118,1388578320000,31118,W00815
2,1388578380000,31118,1388578380000,31118,W20551
1224,1388578980000,31212,1388580180000,31115,W21075
887,1388579040000,31212,1388579880000,31621,W01345
538,1388579340000,31107,1388579880000,31121,W21126
540,1388579400000,31628,1388579940000,31623,W21428
506,1388579820000,31257,1388580360000,31257,W20766
569,1388580000000,31115,1388580600000,31600,W20475
160,1388580840000,31234,1388581020000,31224,W00348
1280,1388580840000,31628,1388582160000,31222,W20159
208,1388581320000,31504,1388581500000,31514,W01229
1159,1388581320000,31110,1388582520000,31512,W20134
512,1388581620000,31015,1388582100000,31225,W00459
280,1388582040000,31214,1388582340000,31202,W20586
234,1388582340000,31269,1388582580000,31623,W01367
225,1388582520000,31008,1388582760000,31007,W21434
3,1388582700000,31051,1388582700000,31051,W21264
215,1388583120000,31602,1388583300000,31107,W21096
139,1388583120000,31105,1388583240000,31602,W00706
1088,1388583120000,31222,1388584200000,31214,W21442
1101,1388583240000,31102,1388584320000,31104,W20926
1088,1388583240000,31102,1388584320000,31104,W00187
198,1388583300000,31622,1388583480000,31630,W20514
275,1388583360000,31400,1388583660000,31602,W20801
381,1388583600000,31623,1388584020000,31611,W21428
1044,1388583780000,31103,1388584800000,31245,W20099
921,1388583660000,31303,1388584560000,31104,W20237
486,1388583660000,31622,1388584140000,31625,W01098
1033,1388583720000,31229,1388584800000,31229,W01375
429,1388583960000,31118,1388584380000,31101,W00523
336,1388584020000,31266,1388584380000,31256,W20596
210,1388584080000,31224,1388584320000,31234,W00348
275,1388584200000,31260,1388584500000,31212,W00867
181,1388584260000,31268,1388584440000,31229,W01486
962,1388584500000,31407,1388585460000,31229,W00873
336,1388584620000,31612,1388584980000,31613,W20577
936,1388584740000,31400,1388585700000,31239,W20059
1273,1388585100000,31636,1388586360000,31269,W20636
259,1388585460000,31241,1388585700000,31234,W01392
539,1388585520000,31229,1388586060000,31204,W00873
206,1388585520000,31208,1388585760000,31635,W00685
739,1388585700000,31107,1388586480000,31221,W20790
505,1388585880000,31245,1388586360000,31636,W00333
852,1388585940000,31024,1388586780000,31017,W00981
1535,1388586000000,31262,1388587560000,31248,W21439
833,1388585880000,31024,1388586720000,31017,W20524
499,1388585940000,31201,1388586420000,31238,W20656
848,1388586120000,31101,1388586960000,31221,W20250
284,1388586300000,31602,1388586600000,31400,W00863
368,1388586360000,31241,1388586720000,31229,W00281
748,1388586360000,31265,1388587140000,31200,W21263
1302,1388586420000,31636,1388587740000,31269,W01178
6666,1388586660000,31003,1388593320000,31258,W21324
6640,1388586660000,31003,1388593320000,31258,W01404
154,1388586600000,31108,1388586780000,31609,W20560
589,1388586720000,31631,1388587320000,31232,W21367
117,1388586780000,31267,1388586900000,31214,W21645
827,1388586780000,31609,1388587620000,31252,W20955
1359,1388586900000,31617,1388588280000,31245,W00740
250,1388586900000,31119,1388587140000,31214,W01234
448,1388586960000,31630,1388587380000,31613,W20514
1001,1388586960000,31401,1388587980000,31200,W01232
1060,1388587080000,31304,1388588160000,31103,W20265
432,1388587140000,31104,1388587560000,31224,W20926
289,1388587200000,31222,1388587500000,31232,W20914
1310,1388587260000,31245,1388588580000,31245,W21018
363,1388587260000,31256,1388587620000,31218,W20596
407,1388587320000,31109,1388587740000,31229,W21356
140,1388587320000,31214,1388587440000,31229,W21442
681,1388587320000,31104,1388588040000,31503,W00187
636,1388587320000,31109,1388587980000,31200,W01212
182,1388587380000,31214,1388587560000,31202,W21636
438,1388587440000,31600,1388587920000,31228,W20475
1419,1388587500000,31237,1388588880000,31237,W21485
413,1388587500000,31600,1388587920000,31228,W21174
696,1388587500000,31270,1388588160000,31212,W20768
672,1388587500000,31270,1388588160000,31212,W20209
213,1388587500000,31201,1388587740000,31200,W21074
284,1388587560000,31030,1388587860000,31021,W20812
392,1388587620000,31602,1388587980000,31104,W00706
3504,1388587740000,31258,1388591220000,31248,W20026
611,1388587620000,31107,1388588220000,31234,W20880
517,1388587620000,31503,1388588160000,31201,W01406
3550,1388587680000,31258,1388591220000,31248,W01329
673,1388587740000,31121,1388588400000,31107,W21431
248,1388587800000,31201,1388588040000,31200,W20426
3559,1388587920000,31121,1388591460000,31243,W20299
958,1388587860000,31269,1388588820000,31610,W01178
186,1388587860000,31214,1388588040000,31201,W01323
383,1388587860000,31024,1388588280000,31017,W01356
293,1388587920000,31265,1388588220000,31624,W20212
1285,1388588040000,31623,1388589300000,31221,W01367
484,1388588040000,31406,1388588520000,31602,W00412
522,1388588040000,32011,1388588580000,32025,W21235
1272,1388588040000,31623,1388589300000,31221,W00532
432,1388588100000,31119,1388588520000,31267,W00596
963,1388588100000,31628,1388589060000,31240,W20233
419,1388588160000,31604,1388588580000,31262,W00324
543,1388588220000,31627,1388588760000,31503,W20875
534,1388588220000,31627,1388588760000,31503,W01022
229,1388588280000,31200,1388588520000,31201,W21074
367,1388588280000,31245,1388588700000,31214,W21040
400,1388588340000,31632,1388588700000,31607,W20944
564,1388588340000,31605,1388588880000,31627,W00009
374,1388588460000,31262,1388588820000,31266,W20589
547,1388588460000,31214,1388589000000,31229,W00590
361,1388588520000,31269,1388588880000,31607,W21274
1768,1388588580000,31266,1388590320000,31310,W21378
1011,1388588640000,31603,1388589660000,31264,W20847
300,1388588640000,31223,1388588940000,31262,W00425
539,1388588700000,31241,1388589240000,31624,W20581
466,1388588760000,31241,1388589180000,31232,W20716
1959,1388588820000,31241,1388590800000,31241,W00698
1942,1388588820000,31241,1388590800000,31241,W20342
879,1388588820000,31104,1388589720000,31230,W01041
1529,1388588880000,31067,1388590380000,31272,W21302
1170,1388588940000,31610,1388590080000,31269,W01178
127,1388588940000,31104,1388589060000,31121,W20606
398,1388589000000,31618,1388589420000,31613,W21111
388,1388589060000,31618,1388589420000,31613,W21154
1113,1388589060000,31608,1388590200000,31606,W21634
299,1388589240000,31020,1388589540000,31022,W21483
290,1388589240000,31020,1388589540000,31022,W20361
186,1388589300000,31103,1388589480000,31104,W20242
1255,1388589300000,31107,1388590560000,31110,W21431
299,1388589360000,31066,1388589660000,31006,W00937
502,1388589360000,31022,1388589900000,31039,W00082
386,1388589360000,31021,1388589780000,31015,W20419
1042,1388589480000,31225,1388590560000,31027,W00459
178,1388589600000,31263,1388589780000,31600,W21334
127,1388589600000,31630,1388589720000,31601,W01222
321,1388589660000,31234,1388589960000,31201,W20880
5582,1388589720000,31503,1388595300000,31302,W20281
2644,1388589780000,31057,1388592420000,31057,W21481
1664,1388589780000,31503,1388591460000,31214,W00874
702,1388589720000,31201,1388590440000,31202,W21074
606,1388589720000,31636,1388590320000,31233,W21443
462,1388589720000,31109,1388590200000,31229,W00162
562,1388589720000,31605,1388590320000,31614,W01283
5517,1388589780000,31503,1388595300000,31302,W20863
276,1388589780000,31607,1388590020000,31610,W21274
5534,1388589840000,31503,1388595360000,31302,W00187
247,1388589840000,31245,1388590080000,31203,W00812
312,1388589840000,31108,1388590200000,31218,W20232
262,1388589840000,31626,1388590140000,31613,W00666
239,1388589960000,31406,1388590200000,31404,W01203
538,1388590020000,31626,1388590560000,31605,W20123
1292,1388590020000,32025,1388591340000,32025,W21235
646,1388590020000,31022,1388590680000,31035,W21483
654,1388590020000,31022,1388590680000,31035,W20361
189,1388590020000,31602,1388590260000,31107,W00412
250,1388590080000,31020,1388590320000,31023,W21420
214,1388590140000,31229,1388590380000,31202,W00590
8769,1388590320000,31255,1388599080000,31255,W21083
8791,1388590320000,31255,1388599080000,31255,W20901
537,1388590260000,31232,1388590800000,31213,W20914
639,1388590380000,31114,1388591040000,31246,W01341
649,1388590440000,31043,1388591100000,31048,W21056
625,1388590440000,31200,1388591100000,31503,W00702
286,1388590680000,31629,1388590920000,31607,W01239
2095,1388590740000,31258,1388592840000,31262,W21078
585,1388590680000,31108,1388591280000,31605,W01425
11641,1388590920000,31248,1388602560000,31271,W01194
11624,1388590920000,31248,1388602560000,31271,W20156
389,1388590860000,31404,1388591220000,31602,W20660
1350,1388591040000,31004,1388592360000,31004,W00172
448,1388590860000,31070,1388591280000,31026,W21540
214,1388590860000,31600,1388591100000,31263,W21334
1265,1388590920000,31115,1388592180000,31312,W21075
895,1388591040000,31014,1388591940000,31015,W21479
317,1388590980000,31613,1388591340000,31618,W21154
990,1388591040000,31106,1388592000000,31225,W01442
970,1388591040000,31106,1388592000000,31225,W21361
600,1388591160000,31102,1388591760000,31201,W21409
265,1388591160000,31602,1388591460000,31107,W20214
483,1388591160000,31505,1388591700000,31623,W20713
381,1388591220000,31221,1388591580000,31246,W20790
683,1388591220000,31503,1388591940000,31119,W20875
757,1388591220000,31241,1388592000000,31272,W00054
1537,1388591280000,31602,1388592840000,31611,W20801
562,1388591280000,31612,1388591880000,31620,W01247
