Row ID,country_name,water_source,water_tech,status_id,management,pay,#installer,install_year,#status,#source,#adm1,#adm2,#wpdx_id,#report_date,#country_id,#activity_id,#data_lnk,#orig_lnk,photo_lnk,#converted,#created,#updated,lat_deg,lon_deg,Location,Count,#fecal_coliform_presence,#fecal_coliform_value,#subjective_quality,val1,val2
61046,Zambia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061046,10/18/2009 12:00:00 AM +0000,ZM,Ndondi High School,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,-16.7318,27.3931,"(-16.7318, 27.3931)",1,,,,,
61047,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061047,10/22/2012 12:00:00 AM +0000,ZM,Chambeshi A,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,-10.1834,31.2617,"(-10.1834, 31.2617)",1,,,,,
61048,Ghana,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061048,01/24/2013 12:00:00 AM +0000,GH,WVI 2832,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,10.9387,0.98783,"(10.9387, 0.98783)",1,,,,,
61049,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061049,05/13/2013 12:00:00 AM +0000,GH,WVI 5222,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,10.8571,0.0771,"(10.8571, 0.0771)",1,,,,,
61050,Ghana,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061050,03/25/2013 12:00:00 AM +0000,GH,WVI 2846,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,10.7093,0.45755,"(10.7093, 0.45755)",1,,,,,
61051,Ghana,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061051,04/23/2013 12:00:00 AM +0000,GH,WVI 2857,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,10.7888,0.43955,"(10.7888, 0.43955)",1,,,,,
61052,Ghana,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061052,03/12/2013 12:00:00 AM +0000,GH,BH-BW_FY13_023,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.0123,0.43928,"(11.0123, 0.43928)",1,,,,,
61053,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061053,09/24/2013 12:00:00 AM +0000,ZM,Mwimbwe,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,-10.1532,31.2358,"(-10.1532, 31.2358)",1,,,,,
61054,Ethiopia,,Mechanized Borehole-Grid,unknown,,,World Vision,,,World Vision US,,,wpdx-00061054,08/15/2012 12:00:00 AM +0000,ET,Mehal Amba,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.5837,39.6656,"(11.5837, 39.6656)",1,,,,,
61055,Ethiopia,,Mechanized Borehole-Grid,unknown,,,World Vision,,,World Vision US,,,wpdx-00061055,09/28/2012 12:00:00 AM +0000,ET,Wurgesa,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.5391,39.6366,"(11.5391, 39.6366)",1,,,,,
61056,Zambia,,Non-Mechanized Borehole,unknown,,,,,,World Vision US,,,wpdx-00061056,10/29/2002 12:00:00 AM +0000,ZM,Sinamalima RHC,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,-17.0609,27.5515,"(-17.0609, 27.5515)",1,,,,,
61057,Ethiopia,,Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061057,06/14/2011 12:00:00 AM +0000,ET,Wayteklu,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.5374,39.738,"(11.5374, 39.738)",1,,,,,
61058,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061058,06/14/2011 12:00:00 AM +0000,ET,Burka Primary School,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.5394,39.6577,"(11.5394, 39.6577)",1,,,,,
61059,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061059,06/24/2011 12:00:00 AM +0000,ET,Anto,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.6832,39.6359,"(11.6832, 39.6359)",1,,,,,
61060,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061060,05/31/2011 12:00:00 AM +0000,ET,Derba,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.7507,39.6235,"(11.7507, 39.6235)",1,,,,,
61061,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061061,06/30/2011 12:00:00 AM +0000,ET,Gerado,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,11.7481,39.6214,"(11.7481, 39.6214)",1,,,,,
61062,Ethiopia,,Mechanized Borehole-Grid,unknown,,,World Vision,,,World Vision US,,,wpdx-00061062,07/14/2012 12:00:00 AM +0000,ET,Mariam Meko,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,13.4072,39.1702,"(13.4072, 39.1702)",1,,,,,
61063,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061063,06/17/2012 12:00:00 AM +0000,ET,Amedeweyane,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,13.2714,39.295,"(13.2714, 39.295)",1,,,,,
61064,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061064,06/24/2012 12:00:00 AM +0000,ET,Waza,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,13.2946,39.1999,"(13.2946, 39.1999)",1,,,,,
61065,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061065,07/05/2012 12:00:00 AM +0000,ET,Tseshi,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,13.3949,39.16,"(13.3949, 39.16)",1,,,,,
61066,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061066,04/16/2012 12:00:00 AM +0000,ET,Dulele Kori,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.61759,37.9507,"(8.61759, 37.9507)",1,,,,,
61067,Ethiopia,,Mechanized Borehole-Grid,unknown,,,World Vision,,,World Vision US,,,wpdx-00061067,07/15/2013 12:00:00 AM +0000,ET,Lufe,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,6.35165,38.258,"(6.35165, 38.258)",1,,,,,
61068,Ethiopia,,Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061068,05/19/2013 12:00:00 AM +0000,ET,Goda Koba,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,6.36404,38.274,"(6.36404, 38.274)",1,,,,,
61069,Ethiopia,,Mechanized Borehole-Grid,unknown,,,World Vision,,,World Vision US,,,wpdx-00061069,07/09/2013 12:00:00 AM +0000,ET,Kotu,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.39792,39.399,"(9.39792, 39.399)",1,,,,,
61070,Ethiopia,,Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061070,07/12/2012 12:00:00 AM +0000,ET,Tengego,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.405,39.4676,"(9.405, 39.4676)",1,,,,,
61071,Ethiopia,,Mechanized Borehole-Grid,no,,,World Vision,,,World Vision US,,,wpdx-00061071,02/12/2013 12:00:00 AM +0000,ET,Tsigereda,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.57018,39.568,"(9.57018, 39.568)",1,,,,,
61072,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061072,02/09/2012 12:00:00 AM +0000,ET,Awarana Chefa,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.45555,39.447,"(9.45555, 39.447)",1,,,,,
61073,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061073,04/26/2012 12:00:00 AM +0000,ET,Wolensu,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.58133,39.616,"(9.58133, 39.616)",1,,,,,
61074,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061074,04/29/2012 12:00:00 AM +0000,ET,Arabuke,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.5326,39.316,"(9.5326, 39.316)",1,,,,,
61075,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061075,04/29/2012 12:00:00 AM +0000,ET,Mehal Modoti,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.56978,39.387,"(9.56978, 39.387)",1,,,,,
61076,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061076,08/10/2011 12:00:00 AM +0000,ET,Chachakela,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,9.55745,39.3719,"(9.55745, 39.3719)",1,,,,,
61077,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061077,04/09/2013 12:00:00 AM +0000,ET,Kontom,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.31123,36.377,"(8.31123, 36.377)",1,,,,,
61078,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061078,04/11/2013 12:00:00 AM +0000,ET,Berro,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.29384,36.414,"(8.29384, 36.414)",1,,,,,
61079,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061079,04/14/2013 12:00:00 AM +0000,ET,Sujja,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.29418,36.403,"(8.29418, 36.403)",1,,,,,
61080,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061080,05/04/2013 12:00:00 AM +0000,ET,Imborro,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.47113,36.619,"(8.47113, 36.619)",1,,,,,
61081,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061081,06/19/2013 12:00:00 AM +0000,ET,Gexxe,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.38105,36.405,"(8.38105, 36.405)",1,,,,,
61082,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061082,06/12/2013 12:00:00 AM +0000,ET,Gajula,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.25753,36.4522,"(8.25753, 36.4522)",1,,,,,
61083,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061083,03/11/2013 12:00:00 AM +0000,ET,Sinde,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.36364,36.432,"(8.36364, 36.432)",1,,,,,
61084,Ethiopia,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061084,07/09/2013 12:00:00 AM +0000,ET,Chancho,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.43726,36.5492,"(8.43726, 36.5492)",1,,,,,
61085,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061085,07/16/2013 12:00:00 AM +0000,ET,Chancho,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.43824,36.5488,"(8.43824, 36.5488)",1,,,,,
61086,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061086,07/19/2013 12:00:00 AM +0000,ET,Wereja,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.44379,36.544,"(8.44379, 36.544)",1,,,,,
61087,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061087,01/14/2013 12:00:00 AM +0000,ET,Hadiya,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.60101,37.2199,"(7.60101, 37.2199)",1,,,,,
61088,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061088,03/21/2013 12:00:00 AM +0000,ET,Chello,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.70227,37.289,"(7.70227, 37.289)",1,,,,,
61089,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061089,02/17/2013 12:00:00 AM +0000,ET,Elema,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.71945,37.355,"(7.71945, 37.355)",1,,,,,
61090,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061090,03/14/2013 12:00:00 AM +0000,ET,Lafteka school,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.71583,37.342,"(7.71583, 37.342)",1,,,,,
61091,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061091,03/26/2013 12:00:00 AM +0000,ET,Kello,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.70519,37.345,"(7.70519, 37.345)",1,,,,,
61092,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061092,07/04/2013 12:00:00 AM +0000,ET,Dinko,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.64259,37.07,"(7.64259, 37.07)",1,,,,,
61093,Ethiopia,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061093,03/12/2013 12:00:00 AM +0000,ET,Yabeto,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.68059,37.354,"(7.68059, 37.354)",1,,,,,
61094,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061094,05/06/2013 12:00:00 AM +0000,GH,A252,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.89238,0.04261,"(7.89238, 0.04261)",1,,,,,
61095,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061095,05/06/2013 12:00:00 AM +0000,GH,C182,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.89238,0.04361,"(7.89238, 0.04361)",1,,,,,
61096,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061096,05/06/2013 12:00:00 AM +0000,GH,A360,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.00149,0.00406,"(8.00149, 0.00406)",1,,,,,
61097,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061097,05/07/2013 12:00:00 AM +0000,GH,B202,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,7.95934,0.0015,"(7.95934, 0.0015)",1,,,,,
61098,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061098,05/18/2013 12:00:00 AM +0000,GH,B192,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.2374,0.1202,"(8.2374, 0.1202)",1,,,,,
61099,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061099,05/16/2013 12:00:00 AM +0000,GH,B290,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.2374,0.1192,"(8.2374, 0.1192)",1,,,,,
61100,Ethiopia,,Hand Dug Well,unknown,,,World Vision,,,World Vision US,,,wpdx-00061100,05/12/2012 12:00:00 AM +0000,ET,Mergi,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,10.948,36.8972,"(10.948, 36.8972)",1,,,,,
61101,Ghana,,Non-Mechanized Borehole,no,,,World Vision,,,World Vision US,,,wpdx-00061101,05/24/2013 12:00:00 AM +0000,GH,A330,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:39 PM +0000,10/26/2015 09:24:39 PM +0000,8.2192,0.011,"(8.2192, 0.011)",1,,,,,
